#id  z  band  RA  DEC  qso_mag  host_mag  sersic_index  reff_arcsec  reduced_chisq
143746.63+443258.5    0.943 I    219.444329000  44.549609000   18.22   20.51  1.58  2.11  1.16
143611.99+015358.8    0.814 I    219.049996000   1.899671000   20.80   21.51  6.29  0.13  1.05
143705.19+011402.5    0.927 I    219.271628000   1.234053000   19.81   21.42  2.90  0.89  1.26
143615.92-013247.4    0.527 R    219.066375000  -1.546520000   18.43   21.56  2.15  2.38  1.04
143613.28+441553.6    0.792 I    219.055372000  44.264889000   18.91   20.18  3.06  0.44  1.22
143746.63+443258.5    0.943 G    219.444329000  44.549609000   18.24   22.27  0.98  2.41  1.12
143743.18-021015.0    0.738 G    219.429948000  -2.170845000   18.89     -99  6.67  1.00  1.13
143001.76-021717.7    0.290 I    217.507335000  -2.288277000   18.98   18.68  4.60  0.87  2.10
142716.08+440718.0    0.920 I    216.817006000  44.121673000   20.13   20.15  3.11  1.70  1.54
143705.19+011402.5    0.927 G    219.271628000   1.234053000   19.91   23.80  3.50  1.19  1.03
143611.99+015358.8    0.814 G    219.049996000   1.899671000   20.50   23.03  6.89  0.43  1.01
143835.47+435744.7    0.952 I    219.647811000  43.962433000   18.30   21.62  0.30  5.00  1.49
140026.38-001102.6    0.601 R    210.109923000  -0.184078000   19.64   23.71  1.24  0.51  1.34
143746.63+443258.5    0.943 R    219.444329000  44.549609000   18.10   21.76  1.13  2.41  1.27
143902.09+421653.0    0.982 I    219.758742000  42.281406000   20.01   21.04  5.67  0.10  1.08
143743.18-021015.0    0.738 R    219.429948000  -2.170845000   18.82   22.98  7.00  0.75  1.39
143916.49-004631.1    0.589 I    219.818736000  -0.775314000   19.71   19.97  4.81  0.23  1.23
143902.09+421653.0    0.982 G    219.758742000  42.281406000   19.71   24.36  6.27  0.40  1.09
143835.47+435744.7    0.952 G    219.647811000  43.962433000   18.39   22.79  0.30  5.00  2.13
143705.19+011402.5    0.927 R    219.271628000   1.234053000   19.76   22.57  3.50  1.19  1.10
143928.59+434028.3    0.829 I    219.869164000  43.674529000   19.12   22.64  6.98  5.00  1.06
143916.49-004631.1    0.589 G    219.818736000  -0.775314000   19.33   22.43  5.41  0.53  1.23
143611.99+015358.8    0.814 R    219.049996000   1.899671000   20.42   22.94  6.89  0.43  1.03
143835.47+435744.7    0.952 R    219.647811000  43.962433000   18.27   22.13  0.30  5.00  2.00
143902.09+421653.0    0.982 R    219.758742000  42.281406000   19.57   22.22  6.27  0.40  1.06
143916.49-004631.1    0.589 R    219.818736000  -0.775314000   19.58   20.93  4.21  0.21  1.14
143928.59+434028.3    0.829 G    219.869164000  43.674529000   19.16   23.29  6.38  5.00  1.12
143951.22+013509.9    0.939 I    219.963431000   1.586106000   19.73   20.35  7.00  0.26  1.27
144057.61+012014.8    0.732 I    220.240046000   1.337455000   20.37   20.84  0.30  0.51  3.54
144202.82+433708.7    0.231 I    220.511789000  43.619103000   19.84   18.18  7.00  0.17  8.03
143928.59+434028.3    0.829 R    219.869164000  43.674529000   19.10   23.46  6.38  4.98  1.14
143001.76-021717.7    0.290 G    217.507335000  -2.288277000   18.75   19.82  5.20  1.17  1.54
144030.74+001652.4    0.643 I    220.128089000   0.281233000   20.37   21.76  1.47  0.26  1.24
144057.61+012014.8    0.732 G    220.240046000   1.337455000   20.70   22.31  0.30  0.52  1.31
144357.09-015023.2    0.388 I    220.987876000  -1.839801000   20.04   19.23  2.71  0.42  1.17
144339.88+011336.1    0.765 I    220.916193000   1.226698000   19.69   19.96  6.46  0.28  3.76
144202.82+433708.7    0.231 G    220.511789000  43.619103000   19.29   20.36  7.00  0.47  1.70
143951.22+013509.9    0.939 G    219.963431000   1.586106000   19.37   22.18  7.00  0.56  1.07
144030.74+001652.4    0.643 G    220.128089000   0.281233000   21.38   24.42  2.07  0.39  1.00
144057.61+012014.8    0.732 R    220.240046000   1.337455000   20.33   21.50  0.30  0.55  1.71
144357.09-015023.2    0.388 G    220.987876000  -1.839801000   19.99   21.12  3.31  0.57  1.09
140819.70-020238.5    0.580 R    212.082112000  -2.044054000   18.66   21.16  2.95  1.05  1.17
143613.28+441553.6    0.792 G    219.055372000  44.264889000   18.99   22.03  3.66  0.64  1.15
144339.88+011336.1    0.765 G    220.916193000   1.226698000   20.02   22.21  7.00  0.58  1.19
144202.82+433708.7    0.231 R    220.511789000  43.619103000   19.57   18.88  7.00  0.47  1.98
143951.22+013509.9    0.939 R    219.963431000   1.586106000   19.38   21.38  7.00  0.38  1.03
144357.09-015023.2    0.388 R    220.987876000  -1.839801000   19.91   19.69  3.31  0.42  1.10
144030.74+001652.4    0.643 R    220.128089000   0.281233000   20.82   23.15  1.00  0.38  1.11
144834.81-010446.5    0.819 I    222.145069000  -1.079609000   19.39   21.36  3.99  0.47  1.25
144339.88+011336.1    0.765 R    220.916193000   1.226698000   19.73   21.26  7.00  0.58  1.24
143929.51-001118.3    0.352 I    219.872987000  -0.188444000   24.27   18.57  5.04  1.68 28.15
144922.94+424024.5    0.423 I    222.345607000  42.673499000   18.71   19.90  0.51  0.95  1.33
142716.08+440718.0    0.920 G    216.817006000  44.121673000   20.35   21.90  3.61  1.40  1.14
144922.94+424024.5    0.423 G    222.345607000  42.673499000   18.60   21.46  1.11  1.25  2.18
144834.81-010446.5    0.819 G    222.145069000  -1.079609000   19.20     -99  4.59  0.17  1.32
144640.28-003411.6    0.656 I    221.667860000  -0.569895000   22.29   20.35  4.08  0.17  1.20
145115.96+431309.5    0.380 I    222.816541000  43.219325000   19.46   19.16  1.75  1.16  1.40
144945.69+422243.2    0.263 I    222.440376000  42.378673000   18.63   17.80  1.78  2.22  3.30
145401.53+000822.7    0.703 I    223.506394000   0.139648000   19.08   20.07  3.15  1.48  3.04
143929.51-001118.3    0.352 G    219.872987000  -0.188444000   20.34   20.63  4.44  1.98  1.78
144640.28-003411.6    0.656 G    221.667860000  -0.569895000   21.26   22.76  4.68  0.47  1.38
144922.94+424024.5    0.423 R    222.345607000  42.673499000   18.61   20.38  0.90  1.02  2.48
144834.81-010446.5    0.819 R    222.145069000  -1.079609000   19.16   21.96  4.59  0.77  1.12
145115.96+431309.5    0.380 G    222.816541000  43.219325000   19.12   21.41  1.19  1.46  1.50
144008.41+021138.5    0.819 I    220.035061000   2.194032000   18.92   19.60  3.95  2.33  4.09
145401.53+000822.7    0.703 G    223.506394000   0.139648000   19.05   22.40  2.55  1.78  2.58
143929.51-001118.3    0.352 R    219.872987000  -0.188444000   20.08   19.29  4.44  1.98  5.29
144945.69+422243.2    0.263 G    222.440376000  42.378673000   19.01   19.07  1.31  2.17  4.41
145421.40+010436.6    0.616 I    223.589187000   1.076843000   20.96   20.60  0.69  0.97  1.20
145115.96+431309.5    0.380 R    222.816541000  43.219325000   19.21   19.90  1.16  1.46  1.74
145401.53+000822.7    0.703 R    223.506394000   0.139648000   19.15   20.80  3.75  1.25  1.59
144640.28-003411.6    0.656 R    221.667860000  -0.569895000   21.70   21.20  4.68  0.13  1.12
145624.00+421800.2    0.190 I    224.100024000  42.300064000   18.38   18.81  1.59  0.98  1.85
145421.40+010436.6    0.616 G    223.589187000   1.076843000   21.61   23.00  0.83  1.08  1.01
143001.76-021717.7    0.290 R    217.507335000  -2.288277000   18.87   19.04  5.11  0.65  1.40
145122.47-003341.0    0.377 I    222.843655000  -0.561402000   19.69   19.03  5.34  1.22  3.32
144945.69+422243.2    0.263 R    222.440376000  42.378673000   18.86   18.13  1.75  2.31  6.18
145421.40+010436.6    0.616 R    223.589187000   1.076843000   21.38   21.62  0.57  1.00  1.00
143613.28+441553.6    0.792 R    219.055372000  44.264889000   18.91   20.87  3.66  0.36  1.24
145215.59+430448.7    0.296 I    223.064963000  43.080199000   19.23   17.88  1.96  1.00  2.45
145758.74+003639.5    0.790 I    224.494758000   0.610994000   20.52   21.06  7.00  0.91  1.12
145631.78+013154.6    0.591 I    224.132457000   1.531846000   19.78   21.39  1.93  0.65  1.08
145624.00+421800.2    0.190 G    224.100024000  42.300064000   19.20   20.08  1.56  0.94  1.38
144008.41+021138.5    0.819 G    220.035061000   2.194032000   18.57   21.71  3.35  2.63  2.18
150026.64+443607.0    0.511 I    225.111021000  44.601972000   20.08   20.44  1.89  0.51  1.22
150128.94+443924.8    0.936 I    225.370603000  44.656892000   18.57   21.07  0.75  1.30  2.93
145836.73+433015.5    0.761 I    224.653080000  43.504313000   18.50   21.28  3.01  5.00  1.30
145910.29+013926.6    0.974 I    224.792877000   1.657409000   19.36   21.49  7.00  0.73  1.06
145122.47-003341.0    0.377 G    222.843655000  -0.561402000   20.20   20.68  5.94  1.35  1.29
144446.08+004940.4    0.732 I    221.192033000   0.827913000   19.25   20.27  4.90  1.01  1.34
145631.78+013154.6    0.591 G    224.132457000   1.531846000   21.08   24.80  2.04  0.95  1.07
150026.64+443607.0    0.511 G    225.111021000  44.601972000   20.60   20.52  2.49  0.25  1.29
145758.74+003639.5    0.790 G    224.494758000   0.610994000   20.46   21.88  7.00  1.01  1.05
150128.94+443924.8    0.936 G    225.370603000  44.656892000   18.51   23.07  1.35  1.60  1.28
145910.29+013926.6    0.974 G    224.792877000   1.657409000   19.30   22.77  7.00  1.03  1.25
145836.73+433015.5    0.761 G    224.653080000  43.504313000   18.80   22.77  2.41  5.00  1.04
150026.64+443607.0    0.511 R    225.111021000  44.601972000   19.97   21.06  2.49  0.81  1.11
145624.00+421800.2    0.190 R    224.100024000  42.300064000   18.82   19.16  1.53  0.97  1.67
145343.93+422623.1    0.961 I    223.433074000  42.439764000   17.86   20.62  0.61  5.00  2.80
150128.94+443924.8    0.936 R    225.370603000  44.656892000   18.47   22.25  1.35  1.60  1.00
145631.78+013154.6    0.591 R    224.132457000   1.531846000   20.39   22.16  1.59  0.69  0.99
145836.73+433015.5    0.761 R    224.653080000  43.504313000   18.63   21.83  2.41  5.00  1.19
145910.29+013926.6    0.974 R    224.792877000   1.657409000   19.05   22.41  6.53  1.03  1.03
145758.74+003639.5    0.790 R    224.494758000   0.610994000   20.69   21.35  6.99  0.61  1.03
144008.41+021138.5    0.819 R    220.035061000   2.194032000   18.52   21.32  3.35  2.63  1.33
145215.59+430448.7    0.296 G    223.064963000  43.080199000   19.22   19.21  2.56  0.90  2.39
142716.08+440718.0    0.920 R    216.817006000  44.121673000   20.23   21.05  3.71  1.55  1.71
150725.03+415727.5    0.372 I    226.854320000  41.957661000   19.51   18.85  1.86  1.14  4.10
145122.47-003341.0    0.377 R    222.843655000  -0.561402000   19.62   19.50  4.85  1.39  3.06
151139.00+441659.0    0.525 I    227.912532000  44.283083000   19.24   20.57  0.88  0.59  1.42
150429.85+443042.1    0.571 I    226.124415000  44.511713000   19.20   21.58  7.00  0.33  1.28
150725.03+415727.5    0.372 G    226.854320000  41.957661000   19.50   20.30  1.81  1.25  1.40
144446.08+004940.4    0.732 G    221.192033000   0.827913000   18.96   22.16  5.50  1.31  1.10
150725.03+415727.5    0.372 R    226.854320000  41.957661000   19.25   19.34  1.28  1.42  1.58
151139.00+441659.0    0.525 G    227.912532000  44.283083000   19.27   22.11  1.48  0.56  1.20
150429.85+443042.1    0.571 G    226.124415000  44.511713000   19.21   22.20  6.71  0.10  1.47
152421.19+443633.8    0.785 I    231.088326000  44.609398000   20.26   21.39  1.93  0.51  1.07
151139.00+441659.0    0.525 R    227.912532000  44.283083000   19.22   21.35  1.48  0.65  1.37
152421.19+443633.8    0.785 G    231.088326000  44.609398000   20.13   22.61  1.33  0.21  1.01
150429.85+443042.1    0.571 R    226.124415000  44.511713000   19.35   21.22  7.00  0.63  1.04
145343.93+422623.1    0.961 G    223.433074000  42.439764000   18.00   21.55  0.35  4.98  1.18
153105.71+431056.1    0.931 I    232.773831000  43.182270000   18.86   21.97  7.00  0.77  1.60
152421.19+443633.8    0.785 R    231.088326000  44.609398000   20.04   22.88  2.53  0.71  0.98
153528.42+440519.8    0.557 I    233.868448000  44.088854000   19.25   20.63  0.91  0.66  2.78
150236.71+444619.3    0.358 I    225.652987000  44.772031000   19.12   19.20  6.50  1.25  1.53
153528.42+440519.8    0.557 G    233.868448000  44.088854000   19.46   22.51  1.51  0.96  1.98
153105.71+431056.1    0.931 G    232.773831000  43.182270000   18.99   22.88  7.00  1.07  1.37
145215.59+430448.7    0.296 R    223.064963000  43.080199000   19.36   18.26  2.52  1.03  5.36
155509.37+422706.4    0.829 I    238.789059000  42.451783000   20.25   20.62  6.03  0.10  1.39
150012.35+432758.4    0.710 I    225.051460000  43.466229000   20.26   21.21  0.91  0.68  1.15
152031.32+434411.6    0.992 I    230.130503000  43.736557000   18.84   21.47  7.00  1.99  1.18
150429.55+431149.9    0.726 I    226.123156000  43.197214000   19.11   20.43  4.47  2.07  2.00
153105.71+431056.1    0.931 R    232.773831000  43.182270000   18.80   22.47  7.00  1.07  2.31
153528.42+440519.8    0.557 R    233.868448000  44.088854000   19.35   20.94  1.51  0.68  1.88
155616.78+441249.9    0.903 I    239.069956000  44.213866000   18.45   20.94  6.97  4.32  2.47
144446.08+004940.4    0.732 R    221.192033000   0.827913000   18.97   22.21  4.85  1.31  1.19
155509.37+422706.4    0.829 G    238.789059000  42.451783000   20.13   22.49  6.63  0.36  1.02
154941.70+440458.5    0.373 I    237.423782000  44.082939000   18.84   19.16  3.37  1.49  2.69
150236.71+444619.3    0.358 G    225.652987000  44.772031000   18.89   20.73  6.56  1.55  1.15
155738.01+421628.1    0.543 I    239.408384000  42.274473000   20.29   22.34  0.45  0.71  1.10
155616.78+441249.9    0.903 G    239.069956000  44.213866000   18.45   22.49  6.37  4.62  4.16
154904.88+442724.5    0.968 I    237.270359000  44.456829000   18.78   20.23  1.15  1.37  3.64
155509.37+422706.4    0.829 R    238.789059000  42.451783000   19.67   22.47  6.63  0.40  1.03
152031.32+434411.6    0.992 G    230.130503000  43.736557000   18.78   22.52  7.00  2.29  1.38
155738.01+421628.1    0.543 G    239.408384000  42.274473000   20.65   23.75  1.05  0.95  1.02
150429.55+431149.9    0.726 G    226.123156000  43.197214000   19.35   22.05  3.87  2.37  1.23
155616.78+441249.9    0.903 R    239.069956000  44.213866000   18.33   22.29  6.37  4.62  1.52
150907.19+420539.5    0.479 I    227.279985000  42.094330000   18.73   19.18  1.80  1.44  1.69
155738.01+421628.1    0.543 R    239.408384000  42.274473000   20.64   22.28  0.51  0.61  1.05
151806.74+440015.6    0.928 I    229.528094000  44.004335000   19.09   21.93  1.70  1.60  1.84
154941.70+440458.5    0.373 G    237.423782000  44.082939000   18.57   20.61  3.97  1.79  1.57
160524.82+433655.9    0.670 I    241.353444000  43.615553000   19.21   21.03  1.34  1.39  1.84
154904.88+442724.5    0.968 G    237.270359000  44.456829000   19.12   20.61  1.75  1.48  1.28
145343.93+422623.1    0.961 R    223.433074000  42.439764000   17.72     -99  1.21  4.70  5.39
160524.82+433655.9    0.670 G    241.353444000  43.615553000   19.38   22.82  1.94  1.69  1.10
152031.32+434411.6    0.992 R    230.130503000  43.736557000   18.54   21.77  6.66  2.29  1.50
163206.05+441659.6    0.530 I    248.025242000  44.283227000   18.92   19.93  2.91  1.34  1.28
150236.71+444619.3    0.358 R    225.652987000  44.772031000   18.92   19.71  6.04  1.55  1.21
160524.82+433655.9    0.670 R    241.353444000  43.615553000   19.39   21.54  1.94  1.33  1.31
163854.61+415419.5    0.711 I    249.727580000  41.905433000   18.95   20.16  1.07  0.99  1.50
154941.70+440458.5    0.373 R    237.423782000  44.082939000   18.67   19.89  2.77  1.79  1.41
215847.38-004409.1    0.590 I    329.697453000  -0.735864000   20.35   20.03  0.59  1.42  1.37
151806.74+440015.6    0.928 G    229.528094000  44.004335000   19.03   23.25  2.30  1.90  1.16
155831.82+440911.5    0.616 I    239.632624000  44.153202000   20.07   20.64  1.49  0.60  1.32
150012.35+432758.4    0.710 G    225.051460000  43.466229000   20.13   22.99  1.51  0.56  1.08
163206.05+441659.6    0.530 G    248.025242000  44.283227000   18.72   21.67  3.51  1.64  1.35
163854.61+415419.5    0.711 G    249.727580000  41.905433000   19.06   21.45  1.67  1.16  1.12
154904.88+442724.5    0.968 R    237.270359000  44.456829000   18.77   20.58  1.75  1.07  2.81
215847.38-004409.1    0.590 G    329.697453000  -0.735864000   20.38   21.64  0.41  1.50  0.99
150429.55+431149.9    0.726 R    226.123156000  43.197214000   19.17   21.36  3.88  2.37  1.13
163854.61+415419.5    0.711 R    249.727580000  41.905433000   18.99   20.86  1.00  1.27  1.39
155323.95+433900.3    0.441 I    238.349820000  43.650107000   19.17   20.48  1.12  0.63 33.56
215847.38-004409.1    0.590 R    329.697453000  -0.735864000   20.36   20.62  0.52  1.46  1.17
150907.19+420539.5    0.479 G    227.279985000  42.094330000   18.60   20.77  2.40  1.44  1.21
220005.76+010606.5    0.822 I    330.024040000   1.101829000   21.63   21.46  5.78  0.77  0.96
163206.05+441659.6    0.530 R    248.025242000  44.283227000   18.79   20.61  3.51  1.64  1.22
220144.51+002312.8    0.852 I    330.435494000   0.386914000   19.91   22.91  1.33  0.65  1.05
162324.11+432533.6    0.288 I    245.850482000  43.426012000     -99   18.18  7.00  0.10 11.00
220005.76+010606.5    0.822 G    330.024040000   1.101829000   21.26     -99  5.70  0.47  1.06
220144.51+002312.8    0.852 G    330.435494000   0.386914000   19.76   24.69  1.93  0.95  1.08
220005.76+010606.5    0.822 R    330.024040000   1.101829000   21.27   22.67  6.38  0.72  1.05
220332.34+004401.2    0.369 I    330.884781000   0.733682000   18.74   18.97  1.96  1.88  4.03
220144.51+002312.8    0.852 R    330.435494000   0.386914000   19.75   24.97  0.80  0.95  1.00
150907.19+420539.5    0.479 R    227.279985000  42.094330000   18.74   19.81  1.40  1.65  1.22
155831.82+440911.5    0.616 G    239.632624000  44.153202000   20.01   22.17  1.78  0.47  1.10
155323.95+433900.3    0.441 G    238.349820000  43.650107000   19.63   21.70  1.72  0.93 133.29
220656.55-004820.0    0.601 I    331.735659000  -0.805582000   20.39   19.71  7.00  0.56  1.45
